accession;gtdb_taxonomy;lsu_silva_23s_taxonomy;ncbi_organism_name;ncbi_taxonomy;ssu_silva_taxonomy
20182;GCF_000344355.2;Pseudomonas_E avellanae;Pseudomonas syringae pv. actinidiae ICMP 18884;Pseudomonas syringae pv. actinidiae ICMP 18708;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
40006;GCF_000452705.1;Pseudomonas_E syringae_F;Pseudomonas syringae CC1557;Pseudomonas syringae CC1557;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
95721;GCF_000648735.3;Pseudomonas_E avellanae;Pseudomonas syringae pv. actinidiae str. CRAFRU8.43;Pseudomonas syringae pv. actinidiae ICMP 18884;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
58433;GCF_000988395.1;Pseudomonas_E syringae;Pseudomonas syringae pv. syringae;Pseudomonas syringae pv. syringae HS191;Pseudomonas syringae;Pseudomonas syringae pv. syringae B728a
71799;GCF_000988485.1;Pseudomonas_E syringae_M;Pseudomonas syringae pv. syringae B728a;Pseudomonas syringae pv. syringae B301D;Pseudomonas syringae;Pseudomonas syringae pv. syringae B728a
135812;GCF_001281365.1;Pseudomonas_E cerasi;Pseudomonas syringae Cit 7;Pseudomonas syringae UMAF0158;Pseudomonas syringae;Pseudomonas syringae pv. glycinea
67938;GCF_001482725.1;Pseudomonas_E syringae;Pseudomonas syringae pv. avellanae str. ISPaVe037;Pseudomonas syringae pv. lapsa;Pseudomonas syringae;Pseudomonas syringae pv. glycinea
1190;GCF_001913215.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. actinidiae str. CRAFRU8.43;Pseudomonas syringae pv. actinidiae;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
22099;GCF_001913235.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. actinidiae ICMP 18884;Pseudomonas syringae pv. actinidiae;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
79067;GCF_002024285.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. actinidiae str. CRAFRU8.43;Pseudomonas syringae pv. actinidiae;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
121885;GCF_002024305.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. actinidiae str. CRAFRU8.43;Pseudomonas syringae pv. actinidiae;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
127052;GCF_002763655.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. actinidiae ICMP 18884;Pseudomonas syringae pv. actinidiae;Pseudomonas syringae;Pseudomonas syringae pv. actinidiae ICMP 19073
62488;GCF_002905815.2;Pseudomonas_E syringae_M;Pseudomonas syringae pv. syringae B728a;Pseudomonas syringae pv. syringae;Pseudomonas syringae;Pseudomonas syringae pv. aceris str. M302273
44083;GCF_003047185.1;Pseudomonas_E syringae;Pseudomonas syringae BRIP34881;Pseudomonas syringae pv. atrofaciens;Pseudomonas syringae;Pseudomonas syringae pv. aptata str. DSM 50252
112548;GCF_900235815.1;Pseudomonas_E ficuserectae;Pseudomonas syringae pv. tabaci str. ATCC 11528;Pseudomonas syringae;Pseudomonas syringae;Pseudomonas syringae pv. myricae
99745;GCF_900235825.1;Pseudomonas_E syringae_M;Pseudomonas syringae pv. syringae 642;Pseudomonas syringae pv. syringae;Pseudomonas syringae;Pseudomonas syringae pv. syringae B728a
85581;GCF_900235835.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. tomato T1;Pseudomonas syringae pv. avii;Pseudomonas syringae;Pseudomonas syringae pv. tomato
87352;GCF_900235865.1;Pseudomonas_E syringae_M;Pseudomonas syringae pv. syringae 642;Pseudomonas syringae pv. syringae;Pseudomonas syringae;Pseudomonas syringae pv. aceris str. M302273
16938;GCF_900235885.1;Pseudomonas_E ficuserectae;Pseudomonas syringae pv. tabaci str. ATCC 11528;Pseudomonas syringae pv. cerasicola;Pseudomonas syringae;Pseudomonas syringae pv. tabaci str. ATCC 11528
11327;GCF_900289125.1;Pseudomonas_E ficuserectae;Pseudomonas syringae pv. tabaci str. ATCC 11528;Pseudomonas syringae;Pseudomonas syringae;Pseudomonas syringae pv. myricae
105448;GCF_000297075.2;Pseudomonas_E oleovorans;Pseudomonas pseudoalcaligenes CECT 5344;Pseudomonas pseudoalcaligenes CECT 5344;Pseudomonas pseudoalcaligenes;Pseudomonas pseudoalcaligenes CECT 5344
121839;GCF_000953455.1;Pseudomonas_E oleovorans;Pseudomonas pseudoalcaligenes;Pseudomonas pseudoalcaligenes;Pseudomonas pseudoalcaligenes;Pseudomonas pseudoalcaligenes
45155;GCF_000012205.1;Pseudomonas_E ficuserectae;Pseudomonas syringae pv. phaseolicola 1448A;Pseudomonas savastanoi pv. phaseolicola 1448A;Pseudomonas savastanoi;Pseudomonas syringae pv. phaseolicola
49726;GCF_000164015.3;Pseudomonas_E ficuserectae;Pseudomonas syringae pv. tabaci str. ATCC 11528;Pseudomonas savastanoi pv. savastanoi NCPPB 3335;Pseudomonas savastanoi;Pseudomonas syringae pv. myricae
6288;GCF_900184295.1;Pseudomonas_E viridiflava;Pseudomonas viridiflava;Pseudomonas viridiflava;Pseudomonas viridiflava;Pseudomonas viridiflava
88880;GCF_000517305.1;Pseudomonas_E cichorii;Pseudomonas cichorii JBC1;Pseudomonas cichorii JBC1;Pseudomonas cichorii;Pseudomonas cichorii JBC1
19262;GCF_001597285.1;Pseudomonas_E alcaligenes;Pseudomonas alcaligenes NBRC 14159;Pseudomonas alcaligenes;Pseudomonas alcaligenes;Pseudomonas alcaligenes NBRC 14159
101507;GCF_002905795.2;Pseudomonas_E avellanae;Pseudomonas syringae pv. morsprunorum str. M302280;Pseudomonas avellanae;Pseudomonas avellanae;Pseudomonas syringae pv. morsprunorum str. M302280
86231;GCF_900475945.1;Pseudomonas_E mucidolens;Pseudomonas fluorescens;Pseudomonas mucidolens;Pseudomonas mucidolens;Pseudomonas fluorescens
51864;GCF_002068135.1;Pseudomonas_E ficuserectae;Pseudomonas syringae pv. lachrymans str. M301315;Pseudomonas amygdali pv. lachrymans;Pseudomonas amygdali;Pseudomonas syringae pv. glycinea
41250;GCF_002905685.2;Pseudomonas_E ficuserectae;Pseudomonas syringae pv. tabaci str. ATCC 11528;Pseudomonas amygdali pv. morsprunorum;Pseudomonas amygdali;Pseudomonas syringae pv. myricae
120739;GCF_001579805.1;Pseudomonas_E azotoformans_A;Pseudomonas sp. FH1;Pseudomonas azotoformans;Pseudomonas azotoformans;Comamonas testosteroni
93424;GCF_002007785.1;Pseudomonas_E azotoformans_B;Pseudomonas simiae;Pseudomonas azotoformans;Pseudomonas azotoformans;Pseudomonas sp. WCS374
66040;GCF_001708425.1;Pseudomonas_E corrugata;Pseudomonas mediterranea CFBP 5447;Pseudomonas corrugata;Pseudomonas corrugata;Pseudomonas sp. P12
16870;GCF_000213805.1;Pseudomonas_E fulva_B;Pseudomonas fulva 12-X;Pseudomonas fulva 12-X;Pseudomonas fulva;Pseudomonas fulva 12-X
81682;GCF_002951475.1;Pseudomonas_E fulva;Pseudomonas fulva NBRC 16637 = DSM 17717;Pseudomonas fulva;Pseudomonas fulva;Pseudomonas parafulva
135492;GCF_000968415.2;Pseudomonas_E synxantha;Pseudomonas sp. BRG-100;Pseudomonas fluorescens;Pseudomonas fluorescens;Pseudomonas fluorescens
83302;GCF_900475285.1;Pseudomonas_E taetrolens;uncultured Pseudomonadales bacterium HF0500_12O04;Pseudomonas taetrolens;Pseudomonas taetrolens;Pseudomonas sp. Lz4W
81271;GCF_001518815.1;Pseudomonas_B oryzihabitans_E;Pseudomonas oryzihabitans NBRC 102199;Pseudomonas oryzihabitans;Pseudomonas oryzihabitans;bacterium NTL538
120905;GCF_001586155.1;Pseudomonas citronellolis;Pseudomonas sp. M1;Pseudomonas citronellolis;Pseudomonas citronellolis;Pseudomonas sp. AAC
101999;GCF_001654435.1;Pseudomonas citronellolis;Pseudomonas sp. M1;Pseudomonas citronellolis;Pseudomonas citronellolis;Pseudomonas sp. AAC
143117;GCF_000412695.1;Pseudomonas_F resinovorans_A;Pseudomonas resinovorans NBRC 106553;Pseudomonas resinovorans NBRC 106553;Pseudomonas resinovorans;Pseudomonas resinovorans NBRC 106553
91075;GCF_000689415.1;Pseudomonas knackmussii;Pseudomonas knackmussii B13;Pseudomonas knackmussii B13;Pseudomonas knackmussii;Pseudomonas knackmussii B13
133705;GCF_000494915.1;Pseudomonas_E taiwanensis;Pseudomonas sp. VLB120;Pseudomonas sp. VLB120;Pseudomonas sp.;Pseudomonas monteilii SB3078
54499;GCF_000831585.1;Pseudomonas_E monteilii_B;Pseudomonas plecoglossicida;Pseudomonas plecoglossicida;Pseudomonas plecoglossicida;Pseudomonas monteilii SB3078
58427;GCF_000818015.1;Pseudomonas_A balearica;Pseudomonas balearica DSM 6083;Pseudomonas balearica DSM 6083;Pseudomonas balearica;Pseudomonas balearica DSM 6083
103213;GCF_000257545.3;Pseudomonas_E mandelii;Pseudomonas mandelii JR-1;Pseudomonas mandelii JR-1;Pseudomonas mandelii;Pseudomonas mandelii JR-1
3700;GCF_002934065.1;Pseudomonas_E orientalis_A;Pseudomonas sp. FH1;Pseudomonas orientalis;Pseudomonas orientalis;Pseudomonas fluorescens SBW25
63368;GCF_000510285.1;Pseudomonas_E monteilii_B;Pseudomonas monteilii SB3101;Pseudomonas monteilii SB3078;Pseudomonas monteilii;Pseudomonas monteilii SB3078
68699;GCF_000510325.1;Pseudomonas_E monteilii_B;Pseudomonas monteilii SB3101;Pseudomonas monteilii SB3101;Pseudomonas monteilii;Pseudomonas monteilii SB3078
104356;GCF_001534745.1;Pseudomonas_E monteilii_A;Pseudomonas sp. H2;Pseudomonas monteilii;Pseudomonas monteilii;Pseudomonas putida S610
75246;GCF_002943995.1;Pseudomonas_E monteilii;Pseudomonas sp. TJI-51;Pseudomonas monteilii;Pseudomonas monteilii;Pseudomonas putida H8234
31015;GCF_002028325.1;Pseudomonas_E veronii;Pseudomonas veronii 1YdBTEX2;Pseudomonas veronii;Pseudomonas veronii;Pseudomonas sp. TKP
129957;GCF_002309555.1;Pseudomonas_E mosselii;Pseudomonas entomophila L48;Pseudomonas mosselii;Pseudomonas mosselii;Pseudomonas sp. XR3-2-3
69643;GCF_002736065.1;Pseudomonas_E mosselii;Pseudomonas entomophila L48;Pseudomonas mosselii;Pseudomonas mosselii;Pseudomonas sp. XR3-2-3
56662;GCF_001941865.1;Pseudomonas_E alcaliphila_B;Pseudomonas mendocina EGD-AQ5;Pseudomonas alcaliphila JAB1;Pseudomonas alcaliphila;Pseudomonas mendocina EGD-AQ5
19470;GCF_001874645.1;Pseudomonas_E frederiksbergensis_B;Pseudomonas fluorescens HK44;Pseudomonas frederiksbergensis;Pseudomonas frederiksbergensis;Pseudomonas sp. PH4(2012)
121055;GCF_001952935.1;Pseudomonas_E frederiksbergensis_E;Pseudomonas sp. GM41(2012);Pseudomonas frederiksbergensis;Pseudomonas frederiksbergensis;Pseudomonas sp. MN8-8
93818;GCF_002355315.1;Pseudomonas_E sp001655615;Pseudomonas mandelii JR-1;Pseudomonas frederiksbergensis;Pseudomonas frederiksbergensis;Pseudomonas frederiksbergensis
25539;GCF_000800255.1;Pseudomonas_E parafulva_A;Pseudomonas parafulva;Pseudomonas parafulva;Pseudomonas parafulva;Pseudomonas parafulva
133932;GCF_002021815.1;Pseudomonas_E parafulva_B;Pseudomonas fulva NBRC 16637 = DSM 17717;Pseudomonas parafulva;Pseudomonas parafulva;Pseudomonas putida S610
58077;GCF_000759535.1;Pseudomonas_E cremoricolorata_A;Pseudomonas cremoricolorata;Pseudomonas cremoricolorata;Pseudomonas cremoricolorata;Pseudomonas cremoricolorata
90751;GCF_001605965.1;Pseudomonas_E koreensis_C;Pseudomonas moraviensis R28-S;Pseudomonas koreensis;Pseudomonas koreensis;Pseudomonas moraviensis R28-S
44807;GCF_001654515.1;Pseudomonas_E koreensis_D;Pseudomonas sp. GM30;Pseudomonas koreensis;Pseudomonas koreensis;Pseudomonas moraviensis R28-S
87881;GCF_003049825.1;Pseudomonas_E koreensis_B;Pseudomonas sp. W15Feb9B;Pseudomonas koreensis;Pseudomonas koreensis;Pseudomonas fluorescens
51522;GCF_001186335.1;Pseudomonas_E trivialis_B;Pseudomonas sp. TKP;Pseudomonas trivialis;Pseudomonas trivialis;Pseudomonas fluorescens EGD-AQ6
121597;GCF_000336465.1;Pseudomonas_E poae;Pseudomonas poae RE*1-1-14;Pseudomonas poae RE*1-1-14;Pseudomonas poae;Pseudomonas poae RE*1-1-14
88765;GCF_000761155.1;Pseudomonas_E rhizosphaerae;Pseudomonas rhizosphaerae;Pseudomonas rhizosphaerae;Pseudomonas rhizosphaerae;Pseudomonas rhizosphaerae
78985;GCF_001647715.1;Pseudomonas_E antarctica_A;Pseudomonas veronii 1YdBTEX2;Pseudomonas antarctica;Pseudomonas antarctica;Pseudomonas fluorescens
135902;GCF_000746525.1;Pseudomonas_E alkylphenolica;Pseudomonas alkylphenolia;Pseudomonas alkylphenolica;Pseudomonas alkylphenolica;Pseudomonas alkylphenolia
134978;GCF_001913135.1;Pseudomonas_B psychrotolerans;Pseudomonas psychrotolerans L19;Pseudomonas psychrotolerans;Pseudomonas psychrotolerans;bacterium NTL538
129749;GCF_002966835.1;Pseudomonas_E lurida;Pseudomonas fluorescens A506;Pseudomonas lurida;Pseudomonas lurida;Pseudomonas lurida
69554;GCF_000007805.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. tomato str. DC3000;Pseudomonas syringae pv. tomato str. DC3000;Pseudomonas syringae;Pseudomonas syringae pv. theae ICMP 3923
91183;GCF_002966555.1;Pseudomonas_E avellanae;Pseudomonas syringae pv. tomato T1;Pseudomonas syringae pv. tomato;Pseudomonas syringae;Pseudomonas syringae pv. tomato
62456;GCF_900235905.1;Pseudomonas_E avellanae;Pseudomonas syringae USA007;Pseudomonas syringae group genomosp. 3;Pseudomonas syringae;Pseudomonas syringae pv. morsprunorum
26883;GCF_000026105.1;Pseudomonas_E entomophila;Pseudomonas entomophila L48;Pseudomonas entomophila L48;Pseudomonas entomophila;Pseudomonas sp. FGI182
34991;GCF_000012265.1;Pseudomonas_E protegens;Pseudomonas protegens CHA0;Pseudomonas protegens Pf-5;Pseudomonas protegens;Pseudomonas protegens Cab57
40120;GCF_000397205.1;Pseudomonas_E protegens;Pseudomonas protegens CHA0;Pseudomonas protegens CHA0;Pseudomonas protegens;Pseudomonas protegens Cab57
90134;GCF_000828695.1;Pseudomonas_E protegens;Pseudomonas protegens Cab57;Pseudomonas protegens Cab57;Pseudomonas protegens;Pseudomonas protegens Cab57
118653;GCF_002006545.1;Pseudomonas_E protegens;Pseudomonas protegens Pf-5;Pseudomonas protegens;Pseudomonas protegens;Pseudomonas protegens Cab57
31633;GCF_002208745.2;Pseudomonas_E protegens;Pseudomonas protegens CHA0;Pseudomonas protegens;Pseudomonas protegens;Pseudomonas protegens Cab57
10566;GCF_001612705.2;Pseudomonas_E yamanorum;Pseudomonas fluorescens BBc6R8;Pseudomonas fluorescens;Pseudomonas fluorescens;Pseudomonas sp. Ag1
110262;GCF_000698865.1;Pseudomonas_E piscium;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas chlororaphis
7091;GCF_000761195.1;Pseudomonas_E piscium;Pseudomonas chlororaphis;Pseudomonas chlororaphis subsp. aurantiaca;Pseudomonas chlororaphis;Pseudomonas chlororaphis subsp. aurantiaca
101496;GCF_000963835.1;Pseudomonas_E sp000931465;Pseudomonas sp. MRSN12121;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas sp. MRSN12121
20303;GCF_001023535.1;Pseudomonas_E chlororaphis_E;Pseudomonas fluorescens;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas fluorescens
10060;GCF_001602135.1;Pseudomonas_E chlororaphis;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas chlororaphis subsp. aurantiaca
60475;GCF_002355875.1;Pseudomonas_E piscium;Pseudomonas chlororaphis;Pseudomonas chlororaphis subsp. aurantiaca;Pseudomonas chlororaphis;Pseudomonas chlororaphis subsp. aurantiaca
19547;GCF_002844145.1;Pseudomonas_E piscium;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas chlororaphis;Pseudomonas chlororaphis
123058;GCF_003008635.1;Pseudomonas_E piscium;Pseudomonas chlororaphis;Pseudomonas chlororaphis subsp. piscium;Pseudomonas chlororaphis;Pseudomonas sp. MRSN12121
66563;GCF_000194805.1;Pseudomonas_E brassicacearum_C;Pseudomonas brassicacearum subsp. brassicacearum NFM421;Pseudomonas brassicacearum subsp. brassicacearum NFM421;Pseudomonas brassicacearum;Pseudomonas brassicacearum subsp. brassicacearum NFM421
115754;GCF_000585995.1;Pseudomonas_E brassicacearum_A;Pseudomonas brassicacearum;Pseudomonas brassicacearum;Pseudomonas brassicacearum;Pseudomonas brassicacearum
28778;GCF_001449085.1;Pseudomonas_E brassicacearum_C;Pseudomonas fluorescens F113;Pseudomonas brassicacearum;Pseudomonas brassicacearum;Pseudomonas brassicacearum subsp. brassicacearum NFM421
26645;GCF_001746815.1;Pseudomonas_E brassicacearum_C;Pseudomonas fluorescens F113;Pseudomonas brassicacearum;Pseudomonas brassicacearum;Pseudomonas brassicacearum subsp. brassicacearum NFM421
106939;GCF_000829415.1;Pseudomonas_E sp000829415;Pseudomonas sp. StFLB209;Pseudomonas sp. StFLB209;Pseudomonas sp.;Pseudomonas sp. StFLB209
53714;GCF_002355475.1;Pseudomonas_F furukawaii;Pseudomonas pseudoalcaligenes KF707;Pseudomonas furukawaii;Pseudomonas furukawaii;Pseudomonas pseudoalcaligenes KF707
8024;GCF_000346225.2;Pseudomonas_E sp000346225;Pseudomonas sp. Lz4W;Pseudomonas sp. Lz4W;Pseudomonas sp.;Pseudomonas sp. Lz4W
39586;GCF_000316175.1;Pseudomonas_E sp000316175;Pseudomonas sp. UW4;Pseudomonas sp. UW4;Pseudomonas sp.;Pseudomonas sp. UW4
136122;GCF_000511325.1;Pseudomonas_E monteilii_B;Pseudomonas sp. FGI182;Pseudomonas sp. FGI182;Pseudomonas sp.;Pseudomonas sp. FGI182
134888;GCF_001511755.1;Pseudomonas_E sp001511755;Pseudomonas mandelii JR-1;Pseudomonas sp. URMO17WK12:I11;Pseudomonas sp.;Pseudomonas sp. HC2-25
53374;GCF_001511775.1;Pseudomonas_E fulva;Pseudomonas fulva NBRC 16637 = DSM 17717;Pseudomonas sp. URMO17WK12:I11;Pseudomonas sp.;Pseudomonas parafulva
94233;GCF_000349845.1;Pseudomonas sp000349845;Pseudomonas denitrificans ATCC 13867;Pseudomonas sp. ATCC 13867;Pseudomonas sp.;Pseudomonas denitrificans ATCC 13867
13437;GCF_000498975.2;Pseudomonas_E soli;Pseudomonas mosselii SJ10;Pseudomonas mosselii SJ10;Pseudomonas mosselii;Pseudomonas mosselii SJ10
26127;GCF_001655295.1;Pseudomonas_E hunanensis;Pseudomonas putida BIRD-1;Pseudomonas sp. JY-Q;Pseudomonas sp.;Pseudomonas putida HB3267
2177;GCF_000508205.1;Pseudomonas_E fluorescens_AN;Pseudomonas sp. TKP;Pseudomonas sp. TKP;Pseudomonas sp.;Pseudomonas sp. TKP
60862;GCF_001547895.1;Pseudomonas_E sp001547895;Pseudomonas sp. PH1b;Pseudomonas sp. Os17;Pseudomonas sp.;Pseudomonas fluorescens NZI7
84671;GCF_001547915.1;Pseudomonas_E sp001547895;Pseudomonas sp. PH1b;Pseudomonas sp. St29;Pseudomonas sp.;Pseudomonas fluorescens NZI7
54528;GCF_001655595.1;Pseudomonas_E sp001655595;Pseudomonas fluorescens;Pseudomonas sp. DR 5-09;Pseudomonas sp.;Pseudomonas fluorescens
32074;GCF_900074915.1;Pseudomonas_E cerasi;Pseudomonas syringae pv. syringae;Pseudomonas cerasi;Pseudomonas cerasi;Pseudomonas syringae pv. glycinea
99014;GCF_900235895.1;Pseudomonas_E cerasi;Pseudomonas syringae pv. syringae;Pseudomonas cerasi;Pseudomonas cerasi;Pseudomonas syringae pv. glycinea
81451;GCF_000931465.1;Pseudomonas_E sp000931465;Pseudomonas sp. MRSN12121;Pseudomonas sp. MRSN12121;Pseudomonas sp.;Pseudomonas sp. MRSN12121
80729;GCF_002934345.1;Pseudomonas_E soli;Pseudomonas mosselii SJ10;Pseudomonas sp. PONIH3;Pseudomonas sp.;Pseudomonas mosselii SJ10
29645;GCF_001007005.1;Pseudomonas_E soli;Pseudomonas mosselii SJ10;Pseudomonas sp. CCOS 191;Pseudomonas sp.;Pseudomonas sp. XR3-2-3
10905;GCF_001655615.1;Pseudomonas_E sp001655615;Pseudomonas fluorescens;Pseudomonas sp. GR 6-02;Pseudomonas sp.;Pseudomonas frederiksbergensis
68519;GCF_001294575.1;Pseudomonas_E versuta;Pseudomonas sp. Lz4W;Pseudomonas versuta;Pseudomonas versuta;Pseudomonas sp. Lz4W
13124;GCF_002966775.1;Pseudomonas_E sp002966775;Pseudomonas fluorescens A506;Pseudomonas sp. MYb193;Pseudomonas sp.;Pseudomonas sp. LC07
89495;GCF_001661075.1;Pseudomonas_E silesiensis;Pseudomonas fluorescens;Pseudomonas silesiensis;Pseudomonas silesiensis;Pseudomonas mandelii JR-1
40204;GCF_001708505.1;Pseudomonas_F sp001708505;Pseudomonas resinovorans NBRC 106553;Pseudomonas sp. TCU-HL1;Pseudomonas sp.;Pseudomonas resinovorans NBRC 106553
138661;GCF_002037565.1;Pseudomonas_E toyotomiensis;Pseudomonas pseudoalcaligenes CECT 5344;Pseudomonas sp. LPH1;Pseudomonas sp.;Pseudomonas mendocina EGD-AQ5
117393;GCF_002025205.1;Pseudomonas_E sp002025205;Pseudomonas taeanensis MS-3;Pseudomonas sp. CC6-YY-74;Pseudomonas sp.;Pseudomonas sp. 2N1-1
136281;GCF_002056295.1;Pseudomonas_D sp002056295;Pseudomonas bauzanensis;Pseudomonas sp. S-6-2;Pseudomonas sp.;Pseudomonas sp. G-R2A7
66569;GCF_002163625.1;Pseudomonas_E sp002163625;Pseudomonas taeanensis MS-3;Pseudomonas sp. M30-35;Pseudomonas sp.;Pseudomonas marincola
123038;GCF_002591235.1;Pseudomonas_E lactis;Pseudomonas fluorescens PA4C2;Pseudomonas sp. FDAARGOS_380;Pseudomonas sp.;Comamonas testosteroni
92196;GCF_002753995.1;Pseudomonas_E sp002753995;Pseudomonas putida;Pseudomonas sp. HLS-6;Pseudomonas sp.;uncultured bacterium
91055;GCF_002874965.1;Pseudomonas_E sp002874965;Pseudomonas fluorescens BBc6R8;Pseudomonas sp. NC02;Pseudomonas sp.;Pseudomonas sp. Ag1
51217;GCF_002953115.1;Pseudomonas_E hunanensis;Pseudomonas putida S12;Pseudomonas sp. XWY-1;Pseudomonas sp.;Pseudomonas putida H8234
32969;GCF_002947975.1;Pseudomonas_E taiwanensis;Pseudomonas sp. VLB120;Pseudomonas sp. SWI6;Pseudomonas sp.;Pseudomonas taiwanensis SJ9
60532;GCF_002948105.1;Pseudomonas_E hunanensis;Pseudomonas putida BIRD-1;Pseudomonas sp. SWI36;Pseudomonas sp.;Pseudomonas putida HB3267
114465;GCF_002947915.1;Pseudomonas_E taiwanensis;Pseudomonas sp. VLB120;Pseudomonas sp. SWI44;Pseudomonas sp.;Pseudomonas monteilii SB3078
79452;GCF_002949995.1;Pseudomonas_E proteolytica;Pseudomonas sp. FH4;Pseudomonas sp. LG1D9;Pseudomonas sp.;Pseudomonas sp. FH4
94064;GCF_002949975.1;Pseudomonas_E veronii;Pseudomonas veronii 1YdBTEX2;Pseudomonas sp. LH1G9;Pseudomonas sp.;Pseudomonas sp. TKP
50878;GCF_003151075.1;Pseudomonas_E sp003151075;Pseudomonas mandelii JR-1;Pseudomonas sp. 31-12;Pseudomonas sp.;Pseudomonas mandelii
138421;GCF_003205815.1;Pseudomonas_A sp003205815;Pseudomonas stutzeri B1SMN1;Pseudomonas sp. R2A2;Pseudomonas sp.;Pseudomonas stutzeri DSM 4166
108970;GCF_000006945.2;Salmonella enterica;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2;Salmonella enterica;Salmonella enterica subsp. enterica serovar Thompson str. RM6836
122508;GCF_000007545.1;Salmonella enterica;Salmonella enterica subsp. enterica serovar Typhi str. Ty2;Salmonella enterica subsp. enterica serovar Typhi str. Ty2;Salmonella enterica;Salmonella enterica subsp. enterica serovar Typhi str. Ty21a
127708;GCF_000008105.1;Salmonella enterica;Salmonella enterica subsp. enterica serovar Choleraesuis str. SCSA50;Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67;Salmonella enterica;Phage Gifsy-1
33457;GCF_000009505.1;Salmonella enterica;Salmonella enterica subsp. enterica serovar Enteritidis;Salmonella enterica subsp. enterica serovar Enteritidis str. P125109;Salmonella enterica;Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1729
39780;GCF_000009525.1;Salmonella enterica;Salmonella enterica subsp. enterica serovar Gallinarum;Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91;Salmonella enterica;Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1729
